 sex row_number liters_drunk age drink check_number
8305 м 43.0 4 14 Water 8097
8306 M 37.0 1 63 Cola 9572
8307 "Не указан" 70.0 5 10 Cola 2977
8308 м 17.0 3 60 Beerbeer 6713
8309 ж 47.0 0 18 Water 6391
8310 "Не указан" 88.0 3 42 Cola 3623
8311 - 48.0 0 19 Fanta 2541
8312 - 86.0 0 33 Cola 7418
8313 - 23.0 1 43 Cola 9481
8314 м 70.0 2 41 Beerbeer 3848
8315 M 1.0 -6 35 Beerbeer 1142
8316 Ж 67.0 5 59 Bugbeer 6201
8317 ж 89.0 3 62 Bugbeer 6689
8318 м 43.0 1 45 "Strong beer" 976
8319 - 67.0 5 25 Cola 4721
8320 - 74.0 1 41 Bugbeer 5927
8321 M 1.0 3 39 Beerbeer 7112
8322 - 97.0 1 32 Bugbeer 9994
8323 Ж 30.0 5 37 Bugbeer 2343
8324 - 46.0 0 10 Water 7466
8325 M 60.0 -5 62 Cola 3099
8326 -  4 12 Water 5308
8327 - 73.0 5 39 "Strong beer" 1948
8328 м 90.0 4 31 Cola 5196
8329 м 6.0 4 57 Bugbeer 6832
8330 M 86.0 2 68 Beerbeer 2420
8331 Ж 45.0 3 65 Fanta 1978
8332 M 80.0 4 50 Water 1053
8333 ж  3 21 Water 237
8334 ж 29.0 4 78 Bugbeer 6
8335 м 83.0 3 73 Beerbeer 261
8336 M 55.0 3 30 Water 538
8337 - 70.0 3 24 "Strong beer" 2167
8338 "Не указан" 5.0 4 40 Water 9665
8339 м 3.0 1 24 Water 5814
8340 "Не указан" 87.0 5 21 Cola 1739
8341 ж 86.0 1 68 Bugbeer 2341
8342 м 11.0 87655715 19 Cola 9799
8343 Ж 72.0 1 67 Fanta 9033
8344 ж 68.0 0 16 Water 8713
8345 - 35.0 67810167 71 Water 7475
8346 м 42.0 1 70 "Strong beer" 665
8347 ж  5 72 Beerbeer 2037
8348 Ж 44.0 0 58 Beerbeer 8929
8349 ж 18.0 -4 27 Bugbeer 7722
8350 м 13.0 0 76 Bugbeer 3855
8351 M 12.0 5 50 Bugbeer 444
8352 Ж 84.0 3 23 "Strong beer" 132
8353 "Не указан" 58.0 1 18 Fanta 1864
8354 Ж 16.0 5 52 Water 2329
8355 -  4 74 Beerbeer 3693
8356 M 78.0 2 11 Fanta 4196
8357 Ж 44.0 98107384 74 "Strong beer" 7431
8358 ж 81.0 1 61 Water 2082
8359 "Не указан" 28.0 4 40 Water 9977
8360 Ж 55.0 67654135 25 Beerbeer 6237
8361 ж 62.0 1 39 Cola 9537
8362 M 80.0 0 27 Bugbeer 3443
8363 "Не указан" 52.0 5 80 "Strong beer" 1089
8364 ж 63.0 0 75 Water 7046
8365 ж 35.0 1 59 Beerbeer 8703
8366 M 11.0 5 24 Bugbeer 2324
8367 "Не указан" 48.0 1 70 Bugbeer 6545
8368 Ж 22.0 5 35 Water 5078
8369 Ж 0.0 -6 78 Bugbeer 5659
8370 ж 8.0 4 48 Water 9052
8371 M 11.0 4 28 Water 5935
8372 Ж 83.0 16163908 68 Beerbeer 6971
8373 M 84.0 5 35 Cola 3966
8374 "Не указан" 1.0 1 78 Beerbeer 7847
8375 м 36.0 0 24 Fanta 3882
8376 м 39.0 4 24 Fanta 3361
8377 M 45.0 4 52 Fanta 7412
8378 M 32.0 4 45 Bugbeer 7470
8379 M 60.0 5 68 Bugbeer 2075
8380 м  4 34 Water 9490
8381 M 49.0 4 39 Fanta 1999
8382 M 88.0 -6 35 Fanta 5161
8383 м 91.0 0 71 Beerbeer 8990
8384 ж 93.0 3 43 Cola 8909
8385 "Не указан" 7.0 2 51 Beerbeer 827
8386 "Не указан" 73.0 5 17 Cola 7747
8387 - 35.0 1 23 Water 1039
8388 Ж 54.0 0 47 "Strong beer" 4333
8389 ж 61.0 0 67 Bugbeer 9737
8390 ж 0.0 1 47 Water 484
8391 Ж 39.0 -5 35 Cola 3948
8392 M 1.0 2 42 Water 3424
8393 M 10.0 5 33 Beerbeer 6596
8394 - 91.0 1 69 Beerbeer 1215
8395 "Не указан" 59.0 3 17 Water 4288
8396 Ж 97.0 47062363 32 Beerbeer 4130
8397 M 28.0 3 65 Beerbeer 1386
8398 м 22.0 4 10 Water 4271
8399 ж 2.0 0 80 Beerbeer 1294
8400 ж 6.0 1 22 "Strong beer" 9268
8401 M 36.0 1 33 Bugbeer 5355
8402 м 94.0 0 48 Bugbeer 6040
8403 M 18.0 2 52 Cola 2826
8404 "Не указан" 32.0 -1 24 Bugbeer 985
8405 "Не указан" 72.0 -3 40 Cola 7821
8406 "Не указан" 30.0 0 34 Beerbeer 2521
8407 "Не указан" 100.0 3 42 Cola 7330
8408 - 55.0 5 11 Cola 699
8409 "Не указан" 52.0 4 34 "Strong beer" 398
8410 M 28.0 4 61 Beerbeer 3776
8411 "Не указан" 51.0 4 17 Fanta 504
8412 M 74.0 5 61 "Strong beer" 7398
8413 "Не указан" 5.0 2 56 "Strong beer" 8763
8414 "Не указан" 11.0 3 78 Beerbeer 4817
8415 Ж 17.0 5 77 Cola 4318
8416 ж 34.0 2 67 Bugbeer 4839
8417 ж 84.0 0 38 Beerbeer 6657
8418 м 67.0 5 57 "Strong beer" 288
8419 "Не указан" 52.0 4 70 "Strong beer" 3409
8420 "Не указан" 70.0 5 55 Bugbeer 9581
8421 M 40.0 1 29 Water 1207
8422 Ж 88.0 5 76 "Strong beer" 3393
8423 - 6.0 5 59 Fanta 6099
8424 ж 52.0 4 43 Fanta 4856
8425 M 13.0 4 47 Bugbeer 3335
8426 ж 18.0 30938560 39 "Strong beer" 6682
8427 M 34.0 5 54 Cola 4120
8428 "Не указан"  1 33 Fanta 1003
8429 - 76.0 3 55 "Strong beer" 957
8430 M 40.0 1 70 Bugbeer 9292
8431 ж 19.0 0 58 Bugbeer 6107
8432 ж 9.0 5 71 Fanta 2525
8433 м 99.0 1 72 Bugbeer 7949
8434 м 80.0 5 29 Beerbeer 6103
8435 Ж 44.0 2 79 Beerbeer 5802
8436 Ж 54.0 2 40 Cola 4002
8437 M 83.0 4 34 Water 3555
8438 м 84.0 0 44 "Strong beer" 8209
8439 ж  0 23 Beerbeer 9601
8440 м 1.0 0 18 Cola 3112
8441 - 0.0 2 46 Water 6639
8442 ж 46.0 0 37 Water 864
8443 M 16.0 4 65 Beerbeer 1275
8444 Ж 79.0 5 25 Cola 0
8445 ж 18.0 3 41 "Strong beer" 6533
8446 ж 10.0 2 30 "Strong beer" 2526
8447 ж 72.0 67866263 27 Fanta 4434
8448 Ж 3.0 5 16 Fanta 1448
8449 ж 77.0 2 45 Beerbeer 8264
8450 M  3 33 Water 9529
8451 "Не указан" 16.0 0 20 Cola 5435
8452 "Не указан" 53.0 0 23 Bugbeer 1942
8453 м 47.0 4 58 "Strong beer" 9184
8454 ж  2 47 Cola 7734
8455 - 92.0 1 27 Cola 9256
8456 м 76.0 0 69 "Strong beer" 9496
8457 - 85.0 -1 30 "Strong beer" 5040
8458 M  0 24 Fanta 71
8459 M 68.0 53259896 73 Fanta 4627
8460 M 28.0 0 17 Cola 6353
8461 Ж 75.0 3 60 Cola 4777
8462 M 7.0 1 24 Beerbeer 3162
8463 M 39.0 4 25 Cola 683
8464 м 45.0 4 60 Cola 4310
8465 Ж 45.0 5 47 Bugbeer 8803
8466 Ж 47.0 1 56 Fanta 6311
8467 M  2 77 Beerbeer 1651
8468 Ж 26.0 2 68 Water 3862
8469 - 49.0 1 27 Water 5541
8470 "Не указан" 76.0 2 23 Cola 1672
8471 M 36.0 3 50 Beerbeer 880
8472 - 83.0 3 12 Fanta 7547
8473 ж 10.0 4 30 Cola 9369
8474 Ж 84.0 3 80 Beerbeer 9248
8475 м 39.0 2 50 Bugbeer 8815
8476 м 26.0 0 37 Fanta 7732
8477 м 64.0 0 14 Water 4144
8478 Ж 17.0 0 39 Cola 3640
8479 - 66.0 1 49 Bugbeer 1647
8480 "Не указан" 82.0 1 75 "Strong beer" 6487
8481 ж 89.0 3 35 "Strong beer" 8443
8482 "Не указан" 92.0 2 44 Water 1012
8483 M 48.0 0 74 "Strong beer" 8238
8484 M 0.0 2 80 Water 4088
8485 м 8.0 0 59 "Strong beer" 4368
8486 ж 4.0 62336088 71 Beerbeer 4811
8487 - 29.0 2 31 Fanta 1559
8488 ж 85.0 -2 14 Water 1494
8489 м 51.0 1 22 Beerbeer 4147
8490 м 11.0 4 41 Bugbeer 4997
8491 "Не указан" 20.0 5 79 Cola 3689
8492 "Не указан" 71.0 64921765 47 Bugbeer 8627
8493 Ж 100.0 4 11 Water 5086
8494 м 17.0 4 37 Water 1220
8495 м 4.0 1 70 Cola 8434
8496 м 87.0 2 13 Fanta 7049
8497 "Не указан" 48.0 0 47 "Strong beer" 892
8498 - 46.0 3 10 Cola 6540
8499 Ж 83.0 78823997 41 Beerbeer 1
8500 ж 95.0 0 50 Water 8369
8501 "Не указан" 100.0 1 26 Bugbeer 2456
8502 ж  4 45 Water 5092
8503 - 41.0 4 23 Fanta 5333
8504 - 13.0 -6 11 Fanta 440
8505 Ж 22.0 5 79 Bugbeer 1351
8506 "Не указан" 98.0 2 78 Cola 3336
8507 Ж 85.0 1 74 Water 2785
8508 -  1 37 Beerbeer 3655
8509 м  2 37 Fanta 2583
8510 - 60.0 4 70 Water 6444
8511 - 95.0 5 34 "Strong beer" 5788
8512 M 45.0 1 54 "Strong beer" 1774
8513 м  3 31 Water 8746
8514 Ж 46.0 4 76 Bugbeer 4910
8515 M 55.0 2 14 Cola 5818
8516 Ж  5 26 Beerbeer 5576
8517 "Не указан" 98.0 2 79 Cola 1816
8518 м 1.0 1 10 Cola 77
8519 м 70.0 5 32 Beerbeer 1690
8520 ж 94.0 -4 15 Cola 1249
8521 ж 66.0 1 25 Cola 9275
8522 м 35.0 4 33 Water 8418
8523 м 97.0 2 58 Fanta 1848
8524 "Не указан" 72.0 5 29 Beerbeer 3354
8525 ж 89.0 5 37 Water 5669
8526 Ж 97.0 3 50 Water 1257
8527 M 19.0 5 78 Water 7234
8528 Ж 35.0 1 32 Beerbeer 9785
8529 Ж 96.0 1 17 Fanta 7621
8530 м 36.0 2 12 Water 2061
8531 - 64.0 4 17 Cola 8917
8532 Ж 21.0 1 60 Fanta 1782
8533 м 100.0 5 47 Bugbeer 9801
8534 M  5 58 Bugbeer 583
8535 "Не указан" 88.0 1 59 Cola 3878
8536 м  4 27 Bugbeer 8907
8537 ж 50.0 0 27 Water 7264
8538 Ж 12.0 4 46 "Strong beer" 1267
8539 Ж 85.0 0 49 Bugbeer 1760
8540 ж 9.0 1 56 Water 4798
8541 - 14.0 0 77 Beerbeer 1067
8542 Ж 1.0 4 72 "Strong beer" 3130
8543 Ж 86.0 3 20 Water 2823
8544 м 98.0 3 48 Water 1992
8545 Ж 11.0 0 65 Bugbeer 6234
8546 "Не указан" 3.0 1 36 Fanta 8187
8547 M 53.0 -1 21 Bugbeer 9850
8548 ж 18.0 4 53 Water 5608
8549 - 57.0 1 12 Cola 5020
8550 ж 88.0 3 43 Cola 6343
8551 ж  4 11 Cola 2278
8552 Ж 26.0 0 36 Fanta 6600
8553 ж 33.0 5 80 "Strong beer" 3927
8554 ж 0.0 5 13 Water 1691
8555 м 15.0 4 43 Beerbeer 5837
8556 M 35.0 5 34 Fanta 3668
8557 "Не указан" 38.0 4 27 Beerbeer 4374
8558 ж 54.0 0 70 Water 9
8559 "Не указан" 55.0 4 79 "Strong beer" 8310
8560 м 12.0 4 71 "Strong beer" 8122
8561 - 21.0 1 50 Cola 6565
8562 "Не указан" 82.0 2 77 Beerbeer 367
8563 M 91.0 -1 41 Fanta 8438
8564 M 6.0 1 23 Water 3426
8565 "Не указан" 74.0 3 11 Cola 9866
8566 ж 94.0 0 35 Beerbeer 285
8567 ж 32.0 -6 73 Beerbeer 9990
8568 Ж 28.0 1 19 Cola 4035
8569 м 98.0 2 30 Cola 3057
8570 Ж 89.0 5 44 "Strong beer" 7077
8571 - 48.0 3 48 Fanta 6861
8572 "Не указан" 14.0 0 16 Cola 5180
8573 - 99.0 2 35 Bugbeer 9158
8574 "Не указан" 2.0 3 19 Cola 7325
8575 M 81.0 4 14 Fanta 6489
8576 Ж 10.0 0 18 Fanta 8177
8577 - 5.0 5 47 Fanta 4349
8578 - 78.0 2 71 Bugbeer 8082
8579 M 4.0 3 39 Fanta 6939
8580 ж 66.0 -5 78 Cola 7931
8581 M 100.0 4 29 Beerbeer 6465
8582 Ж 85.0 5 64 Fanta 2065
8583 Ж 9.0 3 62 "Strong beer" 8386
8584 Ж 6.0 0 73 Fanta 7979
8585 - 44.0 0 78 Fanta 9102
8586 Ж 70.0 1 69 Bugbeer 2731
8587 Ж 12.0 1 59 "Strong beer" 5545
8588 м 34.0 2 52 Cola 7165
8589 - 27.0 0 24 Fanta 3472
8590 - 36.0 1 61 "Strong beer" 1550
8591 Ж 85.0 3 58 Fanta 5100
8592 "Не указан" 17.0 4 35 Bugbeer 8780
8593 M 25.0 1 53 Cola 4671
8594 Ж 37.0 1 50 Bugbeer 5803
8595 - 48.0 2 45 Fanta 3588
8596 "Не указан" 57.0 0 60 Fanta 7859
8597 Ж 87.0 2 23 Bugbeer 2636
8598 - 37.0 5 46 Bugbeer 4402
8599 Ж 43.0 4 58 Beerbeer 5472
8600 ж 36.0 5 50 Cola 2205
8601 Ж 100.0 1 26 Bugbeer 6365
8602 - 13.0 3 19 Fanta 3937
8603 ж 45.0 0 23 Bugbeer 9531
8604 "Не указан" 77.0 -5 70 Fanta 7726
8605 м 94.0 4 13 Cola 5175
8606 M 92.0 0 53 Water 912
8607 "Не указан" 66.0 4 80 Bugbeer 9414
8608 - 73.0 5 43 Bugbeer 1894
8609 - 51.0 4 29 Cola 4191
8610 Ж 20.0 2 44 Bugbeer 1266
8611 "Не указан" 67.0 3 31 Bugbeer 6563
8612 Ж 48.0 5 17 Fanta 2866
8613 "Не указан" 74.0 2 67 "Strong beer" 5089
8614 м 83.0 13272598 20 Fanta 2740
8615 - 16.0 3 37 Cola 5841
8616 "Не указан" 66.0 5 38 Beerbeer 2993
8617 ж  4 14 Fanta 5806
8618 - 44.0 2 79 Fanta 317
8619 - 16.0 0 49 "Strong beer" 9741
8620 - 78.0 2 16 Cola 3350
8621 м 9.0 0 35 Cola 8007
8622 Ж 65.0 3 24 Cola 5019
8623 - 64.0 5 29 Water 2889
8624 - 100.0 0 32 "Strong beer" 4857
8625 M 48.0 4 11 Water 3832
8626 ж 61.0 1 24 Cola 7469
8627 M 42.0 5 46 Bugbeer 3583
8628 ж 43.0 0 80 Water 7005
8629 м 66.0 2 31 Water 8658
8630 Ж 77.0 1 29 Water 5289
8631 Ж 9.0 3 21 Bugbeer 1995
8632 Ж 80.0 4 35 Fanta 9662
8633 M  2 75 Beerbeer 6996
8634 м 13.0 26104022 42 Water 4042
8635 "Не указан" 71.0 2 30 Cola 2327
8636 Ж 77.0 0 27 Water 3687
8637 - 46.0 1 50 Beerbeer 4442
8638 ж 90.0 4 23 Fanta 471
8639 ж 85.0 5 15 Water 6774
8640 ж 53.0 3 59 Cola 7282
8641 м 55.0 53804939 68 Cola 4073
8642 Ж 85.0 1 15 Water 1725
8643 "Не указан" 40.0 3 76 Water 5868
8644 м 84.0 0 69 Bugbeer 7280
8645 M 28.0 5 33 Bugbeer 1967
8646 M  1 18 Fanta 4459
8647 Ж 92.0 2 64 Fanta 1034
8648 M 75.0 2 56 Cola 1191
8649 м 26.0 3 71 Cola 1169
8650 M 80.0 3 26 Water 2114
8651 ж 1.0 0 14 Water 5425
8652 ж 92.0 5 65 Fanta 346
8653 Ж 58.0 3 65 Beerbeer 4124
8654 м 67.0 4 40 Fanta 9980
8655 M 47.0 4 56 Beerbeer 8300
8656 Ж 33.0 4 80 Water 9026
8657 ж 75.0 3 39 Beerbeer 3494
8658 м 99.0 1 67 "Strong beer" 1091
8659 м 98.0 0 45 "Strong beer" 9714
8660 Ж 19.0 1 26 Beerbeer 7837
8661 - 76.0 4 63 "Strong beer" 5142
8662 "Не указан" 29.0 -1 66 Beerbeer 5398
8663 M 16.0 1 29 Beerbeer 9825
8664 -  0 18 Cola 8230
8665 "Не указан" 35.0 2 37 "Strong beer" 5201
8666 "Не указан" 15.0 1 14 Water 2015
8667 M 5.0 5 62 Beerbeer 9998
8668 "Не указан" 73.0 2 44 Bugbeer 6993
8669 ж 45.0 4 65 "Strong beer" 268
8670 Ж 75.0 2 13 Fanta 8974
8671 м 88.0 3 41 Water 8901
8672 ж 42.0 4 23 Beerbeer 121
8673 M 18.0 51166010 32 Cola 2603
8674 - 45.0 3 54 Bugbeer 7514
8675 "Не указан" 53.0 4 56 "Strong beer" 8550
8676 ж 7.0 4 75 Fanta 871
8677 Ж 53.0 3 23 "Strong beer" 4440
8678 M 14.0 1 68 Cola 4931
8679 Ж 40.0 3 35 Cola 6707
8680 ж 52.0 2 17 Cola 1487
8681 "Не указан" 68.0 0 10 Cola 2987
8682 "Не указан" 56.0 2 24 Bugbeer 3926
8683 ж 80.0 5 26 Fanta 138
8684 м 94.0 1 11 Water 3372
8685 ж 43.0 5 24 Fanta 8194
8686 - 23.0 2 57 Cola 5344
8687 ж 16.0 5 32 Beerbeer 3484
8688 - 85.0 5 32 "Strong beer" 4686
8689 "Не указан" 91.0 4 54 Water 6753
8690 ж 2.0 4 77 Bugbeer 4069
8691 - 95.0 2 56 Beerbeer 2819
8692 M 25.0 5 57 "Strong beer" 9970
8693 "Не указан" 70.0 -2 17 Fanta 6288
8694 - 50.0 3 43 Fanta 4710
8695 "Не указан" 57.0 5 63 Fanta 9409
8696 м 24.0 4 58 Water 1636
8697 ж 54.0 3 78 Cola 5346
8698 м 75.0 4 74 Beerbeer 8756
8699 Ж 80.0 5 11 Water 1713
8700 ж  1 25 Bugbeer 1615
8701 - 10.0 4 13 Fanta 3012
8702 "Не указан" 70.0 2 33 Cola 1431
8703 ж  1 56 Bugbeer 1131
8704 - 2.0 86227641 27 Bugbeer 8465
8705 M 12.0 0 54 Cola 3814
8706 Ж 8.0 4 48 "Strong beer" 806
8707 M 5.0 3 15 Water 5633
8708 M 44.0 5 16 Cola 7495
8709 м 72.0 4 44 Fanta 6137
8710 м 97.0 5 50 Cola 9626
8711 ж 48.0 3 53 Fanta 6904
8712 ж 17.0 0 47 Water 2845
8713 M 89.0 3 19 Water 8444
8714 - 15.0 5 32 Beerbeer 8788
8715 м 51.0 3 17 Cola 1255
8716 ж 96.0 4 69 "Strong beer" 5500
8717 ж 47.0 2 63 Bugbeer 5372
8718 - 64.0 4 16 Water 4549
8719 "Не указан" 20.0 3 27 Water 3943
8720 - 74.0 5 18 Fanta 3865
8721 - 98.0 4 25 Bugbeer 681
8722 Ж 78.0 4 17 Fanta 8779
8723 M 100.0 0 30 Beerbeer 9074
8724 M 36.0 5 23 Beerbeer 4495
8725 м 88.0 3 70 Bugbeer 1979
8726 - 13.0 57816462 68 Beerbeer 8063
8727 м 79.0 0 45 Beerbeer 5136
8728 ж 47.0 0 19 Cola 8851
8729 ж 86.0 5 16 Fanta 298
8730 "Не указан" 98.0 1 76 Cola 6208
8731 M 10.0 0 59 "Strong beer" 1892
8732 ж 8.0 3 54 Bugbeer 1288
8733 - 34.0 4 10 Cola 3029
8734 - 23.0 2 78 Beerbeer 3323
8735 M 8.0 1 56 Fanta 8493
8736 "Не указан" 8.0 4 18 Fanta 1366
8737 ж 66.0 2 46 Bugbeer 8050
8738 M 4.0 0 76 Water 8605
8739 "Не указан" 47.0 5 72 Cola 8456
8740 м 53.0 2 58 Fanta 3805
8741 -  1 44 Bugbeer 1575
8742 м 95.0 5 74 "Strong beer" 2829
8743 Ж 77.0 -4 74 Fanta 6149
8744 "Не указан" 69.0 0 65 Cola 5307
8745 м 0.0 5 26 Cola 6467
8746 - 78.0 0 54 Water 4232
8747 ж 47.0 1 70 "Strong beer" 598
8748 м 36.0 0 31 Cola 8767
8749 ж 76.0 4 29 Water 108
8750 "Не указан" 38.0 0 74 Cola 4885
8751 ж 61.0 0 32 Beerbeer 1904
8752 м 94.0 2 58 Bugbeer 8903
8753 M 14.0 3 18 Fanta 5015
8754 - 20.0 2 49 Fanta 2926
8755 M 25.0 93488464 76 Bugbeer 9487
8756 ж 18.0 5 60 Water 5342
8757 м 22.0 0 59 Fanta 3738
8758 M 71.0 -4 38 Fanta 9007
8759 ж 57.0 3 65 Bugbeer 6247
8760 - 37.0 5 43 Beerbeer 6573
8761 м 19.0 5 23 Bugbeer 7695
8762 M 89.0 5 13 Water 6617
8763 "Не указан" 64.0 4 79 Bugbeer 6042
8764 - 14.0 2 22 "Strong beer" 8056
8765 Ж 94.0 3 60 Cola 4133
8766 Ж 11.0 2 29 Water 4920
8767 м 18.0 0 40 Water 9313
8768 - 8.0 -4 30 Beerbeer 1887
8769 ж 59.0 4 37 Cola 58
8770 - 32.0 1 10 Cola 6373
8771 м 81.0 2 65 Cola 1032
8772 M 92.0 4 35 Beerbeer 362
8773 ж 43.0 5 44 Cola 7910
8774 Ж 9.0 1 33 "Strong beer" 8224
8775 м 73.0 4 39 Water 8989
8776 Ж 85.0 2 80 Beerbeer 1466
8777 - 18.0 0 54 Cola 2136
8778 M 6.0 4 12 Fanta 8664
8779 м 77.0 0 80 Bugbeer 6008
8780 - 49.0 1 23 "Strong beer" 3731
8781 ж 75.0 3 32 "Strong beer" 2119
8782 M 22.0 3 77 Fanta 3989
8783 м 9.0 1 73 Fanta 240
8784 Ж 5.0 2 63 Bugbeer 8044
8785 "Не указан" 12.0 0 37 "Strong beer" 5159
8786 M 35.0 5 66 "Strong beer" 6098
8787 - 99.0 19094856 48 Water 9599
8788 - 10.0 2 35 Beerbeer 6825
8789 ж 61.0 2 55 Beerbeer 5838
8790 M  0 24 Water 1895
8791 ж 40.0 1 27 Beerbeer 6880
8792 M 60.0 1 60 Cola 3445
8793 "Не указан" 6.0 4 62 Fanta 6369
8794 M 52.0 1 14 Water 1253
8795 м  4 26 Beerbeer 6027
8796 - 60.0 0 45 Bugbeer 4762
8797 M 82.0 0 65 Cola 6077
8798 - 46.0 5 33 "Strong beer" 9879
8799 "Не указан" 75.0 1 72 Bugbeer 7573
8800 Ж 85.0 -2 22 Water 4682
8801 M 51.0 1 53 Cola 8023
8802 ж 20.0 2 14 Water 4085
8803 ж 3.0 0 23 Fanta 4601
8804 "Не указан" 41.0 5 20 Water 4948
8805 м 56.0 5 18 Water 4074
8806 м 42.0 3 53 "Strong beer" 693
8807 M 47.0 3 54 "Strong beer" 8205
8808 ж 37.0 3 20 Fanta 4488
8809 Ж 75.0 2 41 Water 5028
8810 Ж 50.0 4 65 Bugbeer 9333
8811 м 99.0 4 33 Bugbeer 7403
8812 - 66.0 5 26 Beerbeer 154
8813 M 94.0 4 23 Water 7322
8814 Ж 23.0 2 73 Water 5111
8815 "Не указан" 7.0 5 46 Beerbeer 4960
8816 Ж 51.0 3 75 Water 603
8817 ж 14.0 3 24 Fanta 4215
8818 м 12.0 3 75 Beerbeer 7099
8819 "Не указан" 47.0 1 17 Fanta 9837
8820 - 16.0 2 69 Bugbeer 4923
8821 ж 49.0 1 16 Fanta 654
8822 M 38.0 5 18 Water 4212
8823 м 70.0 1 15 Cola 8406
8824 "Не указан" 58.0 83111360 21 Cola 3115
8825 "Не указан" 78.0 5 70 Cola 5328
8826 Ж 40.0 4 58 Beerbeer 9364
8827 M 90.0 1 71 Water 4325
8828 "Не указан" 59.0 1 52 Bugbeer 772
8829 M 97.0 1 79 Bugbeer 6425
8830 M 38.0 2 57 Beerbeer 4082
8831 M 12.0 5 21 Cola 8647
8832 - 4.0 5 28 "Strong beer" 9945
8833 м 28.0 0 61 Water 5013
8834 м 65.0 3 68 "Strong beer" 2646
8835 м 78.0 1 16 Fanta 5266
8836 - 37.0 4 61 "Strong beer" 1809
8837 - 37.0 2 41 Bugbeer 9425
8838 м 24.0 12495362 17 Fanta 4209
8839 M 11.0 -3 64 Fanta 2685
8840 м 64.0 0 77 Cola 672
8841 Ж 57.0 5 49 "Strong beer" 2494
8842 Ж 71.0 5 40 "Strong beer" 6732
8843 "Не указан" 86.0 5 40 Fanta 2621
8844 Ж 17.0 2 12 Water 3334
8845 "Не указан"  4 60 "Strong beer" 9421
8846 "Не указан" 13.0 0 62 Water 8399
8847 "Не указан" 65.0 5 13 Cola 4597
8848 м 68.0 3 78 Fanta 4015
8849 "Не указан" 66.0 5 37 Water 2245
8850 -  5 73 Bugbeer 6259
8851 "Не указан" 56.0 0 62 Bugbeer 4172
8852 "Не указан" 66.0 1 47 Fanta 4634
8853 "Не указан" 51.0 4 64 Water 3952
8854 "Не указан" 34.0 0 20 Water 585
8855 "Не указан"  -5 11 Water 9053
8856 M 28.0 5 51 Water 6564
8857 Ж 33.0 2 32 Water 8607
8858 M 79.0 1 17 Cola 7652
8859 - 88.0 4 80 Bugbeer 5912
8860 -  1 80 Cola 2339
8861 - 46.0 0 76 "Strong beer" 8541
8862 Ж 46.0 1 19 Fanta 8326
8863 м 55.0 3 50 "Strong beer" 9549
8864 M 41.0 1 42 Fanta 9147
8865 - 2.0 5 17 Fanta 2094
8866 - 25.0 1 21 Fanta 6815
8867 м 25.0 2 72 Water 2693
8868 м 3.0 0 35 Fanta 1687
8869 - 1.0 0 48 Fanta 3928
8870 м 97.0 3 78 Cola 5882
8871 M 28.0 0 27 "Strong beer" 348
8872 Ж 51.0 3 11 Cola 4389
8873 M 3.0 0 43 Cola 1242
8874 "Не указан" 68.0 4 13 Cola 1916
8875 "Не указан" 76.0 0 61 Beerbeer 629
8876 Ж 31.0 3 47 "Strong beer" 3528
8877 "Не указан" 39.0 3 56 Fanta 7935
8878 M  94842209 23 Cola 2012
8879 M 49.0 5 70 "Strong beer" 9575
8880 M 17.0 14316589 77 Water 733
8881 "Не указан" 83.0 2 68 Bugbeer 5510
8882 M 55.0 4 28 Fanta 9417
8883 ж 63.0 3 18 Fanta 466
8884 - 58.0 0 35 Beerbeer 2875
8885 м 22.0 1 17 Fanta 6675
8886 Ж 7.0 5 15 Water 9324
8887 M 75.0 4 49 Bugbeer 3923
8888 ж 72.0 5 57 Bugbeer 724
8889 ж 20.0 1 54 Fanta 5715
8890 - 13.0 0 51 Water 4060
8891 "Не указан" 16.0 0 21 Water 2452
8892 "Не указан" 44.0 1 67 Water 8291
8893 ж 9.0 1 50 Water 6190
8894 ж 69.0 4 11 Water 9384
8895 - 40.0 0 11 Cola 2223
8896 м 29.0 3 74 "Strong beer" 1228
8897 Ж 72.0 2 45 Cola 9285
8898 "Не указан" 61.0 1 50 Cola 472
8899 м 18.0 5 38 Beerbeer 2804
8900 ж 62.0 5 48 Water 1281
8901 ж 66.0 -6 68 Fanta 7678
8902 ж 34.0 0 22 Bugbeer 6780
8903 м 29.0 0 52 "Strong beer" 7777
8904 "Не указан" 50.0 2 11 Fanta 4305
8905 Ж 98.0 5 66 Bugbeer 9527
8906 -  3 37 Water 9718
8907 Ж 90.0 5 14 Cola 9807
8908 "Не указан" 42.0 1 18 Water 1935
8909 M 20.0 36372921 13 Water 243
8910 "Не указан" 32.0 0 21 Cola 9310
8911 м 21.0 4 67 Water 2992
8912 M 73.0 3 32 Fanta 8953
8913 ж 19.0 0 15 Cola 9744
8914 "Не указан" 32.0 2 17 Fanta 7216
8915 "Не указан"  4 24 Cola 3198
8916 м 10.0 2 75 Water 2265
8917 "Не указан" 11.0 3 46 Fanta 6436
8918 Ж 21.0 0 13 Water 7778
8919 м 73.0 3 10 Water 8697
8920 M 48.0 5 38 Fanta 5377
8921 - 1.0 1 27 "Strong beer" 2612
8922 "Не указан" 62.0 4 33 Bugbeer 7449
8923 ж 35.0 1 70 Water 7507
8924 "Не указан" 66.0 1 49 Beerbeer 9034
8925 м 63.0 5 37 Fanta 731
